# alpha                     Rey                       Mach                      CL                        CD                        Cm                       
        -2.0943951024E-01          2.8714586000E+07          1.8947368421E-01         -1.4041000000E+00          1.0200000000E-02         -2.3000000000E-03
        -2.0943951024E-01          2.8714586000E+07          2.3684210526E-01         -1.4345000000E+00          1.0670000000E-02         -6.0000000000E-03
        -2.0943951024E-01          2.8714586000E+07          2.8421052632E-01         -1.4758000000E+00          1.1220000000E-02         -1.1200000000E-02
        -2.0943951024E-01          2.8714586000E+07          3.3157894737E-01         -1.5243000000E+00          1.2940000000E-02         -1.9700000000E-02
        -2.0943951024E-01          3.6714586000E+07          0.0000000000E+00         -1.3582000000E+00          9.0500000000E-03          3.6000000000E-03
        -2.0943951024E-01          3.6714586000E+07          4.7368421053E-02         -1.3611000000E+00          9.1000000000E-03          3.3000000000E-03
        -2.0943951024E-01          3.6714586000E+07          9.4736842105E-02         -1.3697000000E+00          9.2600000000E-03          2.3000000000E-03
        -2.0943951024E-01          3.6714586000E+07          1.4210526316E-01         -1.3847000000E+00          9.5200000000E-03          6.0000000000E-04
        -2.0943951024E-01          3.6714586000E+07          1.8947368421E-01         -1.4069000000E+00          9.8600000000E-03         -2.0000000000E-03
        -2.0943951024E-01          4.4714586000E+07          0.0000000000E+00         -1.3599000000E+00          8.8400000000E-03          3.9000000000E-03
        -2.0943951024E-01          4.4714586000E+07          4.7368421053E-02         -1.3627000000E+00          8.8800000000E-03          3.6000000000E-03
        -2.0943951024E-01          4.4714586000E+07          9.4736842105E-02         -1.3715000000E+00          9.0300000000E-03          2.6000000000E-03
        -1.8849555922E-01          4.7145860000E+06          0.0000000000E+00         -1.2057000000E+00          1.1510000000E-02          7.0000000000E-04
        -1.8849555922E-01          4.7145860000E+06          4.7368421053E-02         -1.2080000000E+00          1.1550000000E-02          5.0000000000E-04
        -1.8849555922E-01          4.7145860000E+06          9.4736842105E-02         -1.2149000000E+00          1.1670000000E-02         -2.0000000000E-04
        -1.8849555922E-01          4.7145860000E+06          1.4210526316E-01         -1.2266000000E+00          1.1900000000E-02         -1.5000000000E-03
        -1.8849555922E-01          4.7145860000E+06          1.8947368421E-01         -1.2433000000E+00          1.2280000000E-02         -3.5000000000E-03
        -1.8849555922E-01          4.7145860000E+06          2.3684210526E-01         -1.2649000000E+00          1.2990000000E-02         -6.4000000000E-03
        -1.8849555922E-01          4.7145860000E+06          2.8421052632E-01         -1.2913000000E+00          1.4190000000E-02         -1.0600000000E-02
        -1.8849555922E-01          4.7145860000E+06          3.3157894737E-01         -1.3120000000E+00          1.7460000000E-02         -1.7400000000E-02
        -1.8849555922E-01          4.7145860000E+06          3.7894736842E-01         -1.2268000000E+00          3.2130000000E-02         -2.7900000000E-02
        -1.8849555922E-01          4.7145860000E+06          4.2631578947E-01         -1.0376000000E+00          6.1100000000E-02         -9.9000000000E-03
        -1.8849555922E-01          1.2714586000E+07          0.0000000000E+00         -1.2192000000E+00          9.3500000000E-03          2.6000000000E-03
        -1.8849555922E-01          1.2714586000E+07          4.7368421053E-02         -1.2217000000E+00          9.3700000000E-03          2.4000000000E-03
        -1.8849555922E-01          1.2714586000E+07          9.4736842105E-02         -1.2290000000E+00          9.4600000000E-03          1.7000000000E-03
        -1.8849555922E-01          1.2714586000E+07          1.4210526316E-01         -1.2415000000E+00          9.6100000000E-03          5.0000000000E-04
        -1.8849555922E-01          1.2714586000E+07          1.8947368421E-01         -1.2593000000E+00          9.9100000000E-03         -1.4000000000E-03
        -1.8849555922E-01          1.2714586000E+07          2.3684210526E-01         -1.2834000000E+00          1.0360000000E-02         -4.2000000000E-03
        -1.8849555922E-01          1.2714586000E+07          2.8421052632E-01         -1.3152000000E+00          1.0920000000E-02         -8.0000000000E-03
        -1.8849555922E-01          1.2714586000E+07          3.3157894737E-01         -1.3550000000E+00          1.1970000000E-02         -1.3700000000E-02
        -1.8849555922E-01          2.0714586000E+07          0.0000000000E+00         -1.2244000000E+00          8.5500000000E-03          3.4000000000E-03
        -1.8849555922E-01          2.0714586000E+07          4.7368421053E-02         -1.2268000000E+00          8.5900000000E-03          3.2000000000E-03
        -1.8849555922E-01          2.0714586000E+07          9.4736842105E-02         -1.2340000000E+00          8.7100000000E-03          2.4000000000E-03
        -1.8849555922E-01          2.0714586000E+07          1.4210526316E-01         -1.2464000000E+00          8.9100000000E-03          1.2000000000E-03
        -1.8849555922E-01          2.0714586000E+07          1.8947368421E-01         -1.2648000000E+00          9.1600000000E-03         -7.0000000000E-04
        -1.8849555922E-01          2.0714586000E+07          2.3684210526E-01         -1.2892000000E+00          9.5900000000E-03         -3.5000000000E-03
        -1.8849555922E-01          2.0714586000E+07          2.8421052632E-01         -1.3222000000E+00          1.0040000000E-02         -7.2000000000E-03
        -1.8849555922E-01          2.8714586000E+07          0.0000000000E+00         -1.2270000000E+00          8.2000000000E-03          3.8000000000E-03
        -1.8849555922E-01          2.8714586000E+07          4.7368421053E-02         -1.2294000000E+00          8.2300000000E-03          3.5000000000E-03
        -1.8849555922E-01          2.8714586000E+07          9.4736842105E-02         -1.2369000000E+00          8.3100000000E-03          2.8000000000E-03
        -1.8849555922E-01          2.8714586000E+07          1.4210526316E-01         -1.2494000000E+00          8.5100000000E-03          1.6000000000E-03
        -1.8849555922E-01          2.8714586000E+07          1.8947368421E-01         -1.2676000000E+00          8.7800000000E-03         -3.0000000000E-04
        -1.8849555922E-01          2.8714586000E+07          2.3684210526E-01         -1.2930000000E+00          9.0800000000E-03         -3.0000000000E-03
        -1.8849555922E-01          2.8714586000E+07          2.8421052632E-01         -1.3267000000E+00          9.4700000000E-03         -6.7000000000E-03
        -1.8849555922E-01          2.8714586000E+07          3.3157894737E-01         -1.3710000000E+00          1.0010000000E-02         -1.2000000000E-02
        -1.8849555922E-01          3.6714586000E+07          0.0000000000E+00         -1.2288000000E+00          7.9400000000E-03          4.0000000000E-03
        -1.8849555922E-01          3.6714586000E+07          4.7368421053E-02         -1.2312000000E+00          7.9800000000E-03          3.8000000000E-03
        -1.8849555922E-01          3.6714586000E+07          9.4736842105E-02         -1.2385000000E+00          8.1000000000E-03          3.1000000000E-03
        -1.8849555922E-01          3.6714586000E+07          1.4210526316E-01         -1.2513000000E+00          8.2500000000E-03          1.8000000000E-03
        -1.8849555922E-01          3.6714586000E+07          1.8947368421E-01         -1.2700000000E+00          8.4700000000E-03         -0.0000000000E+00
        -1.8849555922E-01          4.4714586000E+07          0.0000000000E+00         -1.2323000000E+00          7.8700000000E-03          4.7000000000E-03
        -1.8849555922E-01          4.4714586000E+07          4.7368421053E-02         -1.2348000000E+00          7.8900000000E-03          4.5000000000E-03
        -1.8849555922E-01          4.4714586000E+07          9.4736842105E-02         -1.2423000000E+00          7.9700000000E-03          3.8000000000E-03
        -1.8849555922E-01          4.4714586000E+07          1.4210526316E-01         -1.2551000000E+00          8.1100000000E-03          2.6000000000E-03
        -1.8849555922E-01          4.4714586000E+07          1.8947368421E-01         -1.2736000000E+00          8.3500000000E-03          7.0000000000E-04
        -1.6755160819E-01          4.7145860000E+06          0.0000000000E+00         -1.0783000000E+00          1.0080000000E-02          1.4000000000E-03
        -1.6755160819E-01          4.7145860000E+06          4.7368421053E-02         -1.0802000000E+00          1.0110000000E-02          1.2000000000E-03
        -1.6755160819E-01          4.7145860000E+06          9.4736842105E-02         -1.0860000000E+00          1.0200000000E-02          7.0000000000E-04
        -1.6755160819E-01          4.7145860000E+06          1.4210526316E-01         -1.0958000000E+00          1.0370000000E-02         -3.0000000000E-04
        -1.6755160819E-01          4.7145860000E+06          1.8947368421E-01         -1.1098000000E+00          1.0660000000E-02         -1.7000000000E-03
        -1.6755160819E-01          4.7145860000E+06          2.3684210526E-01         -1.1284000000E+00          1.1120000000E-02         -3.7000000000E-03
        -1.6755160819E-01          4.7145860000E+06          2.8421052632E-01         -1.1530000000E+00          1.1630000000E-02         -6.4000000000E-03
        -1.6755160819E-01          4.7145860000E+06          3.3157894737E-01         -1.1826000000E+00          1.2600000000E-02         -1.0400000000E-02
        -1.6755160819E-01          4.7145860000E+06          3.7894736842E-01         -1.2059000000E+00          1.5870000000E-02         -1.7000000000E-02
        -1.6755160819E-01          4.7145860000E+06          4.2631578947E-01         -1.1120000000E+00          3.2370000000E-02         -2.6300000000E-02
        -1.6755160819E-01          1.2714586000E+07          0.0000000000E+00         -1.0888000000E+00          8.2600000000E-03          2.9000000000E-03
        -1.6755160819E-01          1.2714586000E+07          4.7368421053E-02         -1.0909000000E+00          8.2800000000E-03          2.8000000000E-03
        -1.6755160819E-01          1.2714586000E+07          9.4736842105E-02         -1.0969000000E+00          8.3400000000E-03          2.3000000000E-03
        -1.6755160819E-01          1.2714586000E+07          1.4210526316E-01         -1.1073000000E+00          8.4600000000E-03          1.4000000000E-03
        -1.6755160819E-01          1.2714586000E+07          1.8947368421E-01         -1.1222000000E+00          8.6500000000E-03          0.0000000000E+00
        -1.6755160819E-01          1.2714586000E+07          2.3684210526E-01         -1.1423000000E+00          8.9100000000E-03         -1.9000000000E-03
        -1.6755160819E-01          1.2714586000E+07          2.8421052632E-01         -1.1689000000E+00          9.2000000000E-03         -4.5000000000E-03
        -1.6755160819E-01          1.2714586000E+07          3.3157894737E-01         -1.2028000000E+00          9.6800000000E-03         -8.1000000000E-03
        -1.6755160819E-01          2.0714586000E+07          0.0000000000E+00         -1.0927000000E+00          7.6400000000E-03          3.5000000000E-03
        -1.6755160819E-01          2.0714586000E+07          4.7368421053E-02         -1.0947000000E+00          7.6600000000E-03          3.3000000000E-03
        -1.6755160819E-01          2.0714586000E+07          9.4736842105E-02         -1.1009000000E+00          7.7200000000E-03          2.8000000000E-03
        -1.6755160819E-01          2.0714586000E+07          1.4210526316E-01         -1.1114000000E+00          7.8100000000E-03          2.0000000000E-03
        -1.6755160819E-01          2.0714586000E+07          1.8947368421E-01         -1.1268000000E+00          7.9400000000E-03          7.0000000000E-04
        -1.6755160819E-01          2.0714586000E+07          2.3684210526E-01         -1.1475000000E+00          8.1300000000E-03         -1.2000000000E-03
        -1.6755160819E-01          2.0714586000E+07          2.8421052632E-01         -1.1742000000E+00          8.4700000000E-03         -3.8000000000E-03
        -1.6755160819E-01          2.8714586000E+07          0.0000000000E+00         -1.0952000000E+00          7.2400000000E-03          3.9000000000E-03
        -1.6755160819E-01          2.8714586000E+07          4.7368421053E-02         -1.0973000000E+00          7.2600000000E-03          3.7000000000E-03
        -1.6755160819E-01          2.8714586000E+07          9.4736842105E-02         -1.1035000000E+00          7.3000000000E-03          3.2000000000E-03
        -1.6755160819E-01          2.8714586000E+07          1.4210526316E-01         -1.1142000000E+00          7.3900000000E-03          2.3000000000E-03
        -1.6755160819E-01          2.8714586000E+07          1.8947368421E-01         -1.1296000000E+00          7.5200000000E-03          1.0000000000E-03
        -1.6755160819E-01          2.8714586000E+07          2.3684210526E-01         -1.1501000000E+00          7.7800000000E-03         -9.0000000000E-04
        -1.6755160819E-01          2.8714586000E+07          2.8421052632E-01         -1.1772000000E+00          8.0600000000E-03         -3.4000000000E-03
        -1.6755160819E-01          2.8714586000E+07          3.3157894737E-01         -1.2123000000E+00          8.4300000000E-03         -7.0000000000E-03
        -1.6755160819E-01          3.6714586000E+07          0.0000000000E+00         -1.0998000000E+00          7.1100000000E-03          4.8000000000E-03
        -1.6755160819E-01          3.6714586000E+07          4.7368421053E-02         -1.1018000000E+00          7.1200000000E-03          4.6000000000E-03
        -1.6755160819E-01          3.6714586000E+07          9.4736842105E-02         -1.1081000000E+00          7.1700000000E-03          4.1000000000E-03
        -1.6755160819E-01          3.6714586000E+07          1.4210526316E-01         -1.1187000000E+00          7.2700000000E-03          3.2000000000E-03
        -1.6755160819E-01          3.6714586000E+07          1.8947368421E-01         -1.1339000000E+00          7.4500000000E-03          1.9000000000E-03
        -1.6755160819E-01          4.4714586000E+07          0.0000000000E+00         -1.1013000000E+00          7.0500000000E-03          5.0000000000E-03
        -1.6755160819E-01          4.4714586000E+07          4.7368421053E-02         -1.1034000000E+00          7.0700000000E-03          4.8000000000E-03
        -1.6755160819E-01          4.4714586000E+07          9.4736842105E-02         -1.1095000000E+00          7.1500000000E-03          4.3000000000E-03
        -1.6755160819E-01          4.4714586000E+07          1.4210526316E-01         -1.1202000000E+00          7.2500000000E-03          3.4000000000E-03
        -1.6755160819E-01          4.4714586000E+07          1.8947368421E-01         -1.1358000000E+00          7.3800000000E-03          2.2000000000E-03
        -1.4660765717E-01          4.7145860000E+06          0.0000000000E+00         -9.4750000000E-01          8.9800000000E-03          1.6000000000E-03
        -1.4660765717E-01          4.7145860000E+06          4.7368421053E-02         -9.4910000000E-01          9.0000000000E-03          1.5000000000E-03
        -1.4660765717E-01          4.7145860000E+06          9.4736842105E-02         -9.5380000000E-01          9.0800000000E-03          1.1000000000E-03
        -1.4660765717E-01          4.7145860000E+06          1.4210526316E-01         -9.6190000000E-01          9.2100000000E-03          5.0000000000E-04
        -1.4660765717E-01          4.7145860000E+06          1.8947368421E-01         -9.7370000000E-01          9.3400000000E-03         -4.0000000000E-04
        -1.4660765717E-01          4.7145860000E+06          2.3684210526E-01         -9.8960000000E-01          9.5400000000E-03         -1.8000000000E-03
        -1.4660765717E-01          4.7145860000E+06          2.8421052632E-01         -1.0100000000E+00          9.8400000000E-03         -3.6000000000E-03
        -1.4660765717E-01          4.7145860000E+06          3.3157894737E-01         -1.0355000000E+00          1.0300000000E-02         -6.1000000000E-03
        -1.4660765717E-01          4.7145860000E+06          3.7894736842E-01         -1.0666000000E+00          1.1080000000E-02         -9.7000000000E-03
        -1.4660765717E-01          4.7145860000E+06          4.2631578947E-01         -1.0970000000E+00          1.3460000000E-02         -1.5400000000E-02
        -1.4660765717E-01          1.2714586000E+07          0.0000000000E+00         -9.5570000000E-01          7.4000000000E-03          2.9000000000E-03
        -1.4660765717E-01          1.2714586000E+07          4.7368421053E-02         -9.5740000000E-01          7.4200000000E-03          2.8000000000E-03
        -1.4660765717E-01          1.2714586000E+07          9.4736842105E-02         -9.6230000000E-01          7.4700000000E-03          2.4000000000E-03
        -1.4660765717E-01          1.2714586000E+07          1.4210526316E-01         -9.7080000000E-01          7.5400000000E-03          1.8000000000E-03
        -1.4660765717E-01          1.2714586000E+07          1.8947368421E-01         -9.8310000000E-01          7.6500000000E-03          9.0000000000E-04
        -1.4660765717E-01          1.2714586000E+07          2.3684210526E-01         -9.9970000000E-01          7.7700000000E-03         -3.0000000000E-04
        -1.4660765717E-01          1.2714586000E+07          2.8421052632E-01         -1.0212000000E+00          7.9500000000E-03         -2.1000000000E-03
        -1.4660765717E-01          1.2714586000E+07          3.3157894737E-01         -1.0485000000E+00          8.2100000000E-03         -4.4000000000E-03
        -1.4660765717E-01          2.0714586000E+07          0.0000000000E+00         -9.5910000000E-01          6.8100000000E-03          3.4000000000E-03
        -1.4660765717E-01          2.0714586000E+07          4.7368421053E-02         -9.6080000000E-01          6.8200000000E-03          3.3000000000E-03
        -1.4660765717E-01          2.0714586000E+07          9.4736842105E-02         -9.6580000000E-01          6.8500000000E-03          2.9000000000E-03
        -1.4660765717E-01          2.0714586000E+07          1.4210526316E-01         -9.7450000000E-01          6.9100000000E-03          2.3000000000E-03
        -1.4660765717E-01          2.0714586000E+07          1.8947368421E-01         -9.8690000000E-01          6.9900000000E-03          1.5000000000E-03
        -1.4660765717E-01          2.0714586000E+07          2.3684210526E-01         -1.0037000000E+00          7.1200000000E-03          2.0000000000E-04
        -1.4660765717E-01          2.0714586000E+07          2.8421052632E-01         -1.0254000000E+00          7.3000000000E-03         -1.5000000000E-03
        -1.4660765717E-01          2.8714586000E+07          0.0000000000E+00         -9.6450000000E-01          6.6600000000E-03          4.5000000000E-03
        -1.4660765717E-01          2.8714586000E+07          4.7368421053E-02         -9.6620000000E-01          6.6700000000E-03          4.4000000000E-03
        -1.4660765717E-01          2.8714586000E+07          9.4736842105E-02         -9.7120000000E-01          6.7000000000E-03          4.1000000000E-03
        -1.4660765717E-01          2.8714586000E+07          1.4210526316E-01         -9.7990000000E-01          6.7600000000E-03          3.5000000000E-03
        -1.4660765717E-01          2.8714586000E+07          1.8947368421E-01         -9.9240000000E-01          6.8500000000E-03          2.6000000000E-03
        -1.4660765717E-01          2.8714586000E+07          2.3684210526E-01         -1.0093000000E+00          6.9800000000E-03          1.3000000000E-03
        -1.4660765717E-01          2.8714586000E+07          2.8421052632E-01         -1.0790333333E+00          7.5400000000E-03         -1.9000000000E-03
        -1.4660765717E-01          2.8714586000E+07          3.3157894737E-01         -1.0595000000E+00          7.2900000000E-03         -2.7000000000E-03
        -1.4660765717E-01          3.6714586000E+07          0.0000000000E+00         -9.6600000000E-01          6.5900000000E-03          4.7000000000E-03
        -1.4660765717E-01          3.6714586000E+07          4.7368421053E-02         -9.6770000000E-01          6.6000000000E-03          4.6000000000E-03
        -1.4660765717E-01          3.6714586000E+07          9.4736842105E-02         -9.7280000000E-01          6.6300000000E-03          4.2000000000E-03
        -1.4660765717E-01          3.6714586000E+07          1.4210526316E-01         -9.8150000000E-01          6.6900000000E-03          3.7000000000E-03
        -1.4660765717E-01          3.6714586000E+07          1.8947368421E-01         -9.9410000000E-01          6.7700000000E-03          2.8000000000E-03
        -1.4660765717E-01          4.4714586000E+07          0.0000000000E+00         -9.6690000000E-01          6.5300000000E-03          4.8000000000E-03
        -1.4660765717E-01          4.4714586000E+07          4.7368421053E-02         -9.6860000000E-01          6.5400000000E-03          4.7000000000E-03
        -1.4660765717E-01          4.4714586000E+07          9.4736842105E-02         -9.7380000000E-01          6.5700000000E-03          4.3000000000E-03
        -1.4660765717E-01          4.4714586000E+07          1.4210526316E-01         -9.8260000000E-01          6.6100000000E-03          3.7000000000E-03
        -1.4660765717E-01          4.4714586000E+07          1.8947368421E-01         -9.9530000000E-01          6.6700000000E-03          2.9000000000E-03
        -1.2566370614E-01          4.7145860000E+06          0.0000000000E+00         -8.1470000000E-01          7.9800000000E-03          1.7000000000E-03
        -1.2566370614E-01          4.7145860000E+06          4.7368421053E-02         -8.1600000000E-01          7.9900000000E-03          1.6000000000E-03
        -1.2566370614E-01          4.7145860000E+06          9.4736842105E-02         -8.1990000000E-01          8.0200000000E-03          1.4000000000E-03
        -1.2566370614E-01          4.7145860000E+06          1.4210526316E-01         -8.2660000000E-01          8.0800000000E-03          1.0000000000E-03
        -1.2566370614E-01          4.7145860000E+06          1.8947368421E-01         -8.3620000000E-01          8.1600000000E-03          4.0000000000E-04
        -1.2566370614E-01          4.7145860000E+06          2.3684210526E-01         -8.4900000000E-01          8.2900000000E-03         -5.0000000000E-04
        -1.2566370614E-01          4.7145860000E+06          2.8421052632E-01         -8.6540000000E-01          8.4600000000E-03         -1.6000000000E-03
        -1.2566370614E-01          4.7145860000E+06          3.3157894737E-01         -8.8610000000E-01          8.7100000000E-03         -3.2000000000E-03
        -1.2566370614E-01          4.7145860000E+06          3.7894736842E-01         -9.1160000000E-01          9.0700000000E-03         -5.4000000000E-03
        -1.2566370614E-01          4.7145860000E+06          4.2631578947E-01         -9.4280000000E-01          9.6800000000E-03         -8.4000000000E-03
        -1.2566370614E-01          1.2714586000E+07          0.0000000000E+00         -8.2100000000E-01          6.6400000000E-03          2.7000000000E-03
        -1.2566370614E-01          1.2714586000E+07          4.7368421053E-02         -8.2230000000E-01          6.6500000000E-03          2.6000000000E-03
        -1.2566370614E-01          1.2714586000E+07          9.4736842105E-02         -8.2630000000E-01          6.6700000000E-03          2.4000000000E-03
        -1.2566370614E-01          1.2714586000E+07          1.4210526316E-01         -8.3320000000E-01          6.7100000000E-03          2.0000000000E-03
        -1.2566370614E-01          1.2714586000E+07          1.8947368421E-01         -8.4310000000E-01          6.7700000000E-03          1.4000000000E-03
        -1.2566370614E-01          1.2714586000E+07          2.3684210526E-01         -8.5630000000E-01          6.8500000000E-03          6.0000000000E-04
        -1.2566370614E-01          1.2714586000E+07          2.8421052632E-01         -8.7330000000E-01          6.9600000000E-03         -5.0000000000E-04
        -1.2566370614E-01          1.2714586000E+07          3.3157894737E-01         -8.9480000000E-01          7.1200000000E-03         -2.0000000000E-03
        -1.2566370614E-01          2.0714586000E+07          0.0000000000E+00         -8.2740000000E-01          6.3600000000E-03          4.0000000000E-03
        -1.2566370614E-01          2.0714586000E+07          4.7368421053E-02         -8.2880000000E-01          6.3700000000E-03          3.9000000000E-03
        -1.2566370614E-01          2.0714586000E+07          9.4736842105E-02         -8.3280000000E-01          6.3900000000E-03          3.7000000000E-03
        -1.2566370614E-01          2.0714586000E+07          1.4210526316E-01         -8.3970000000E-01          6.4300000000E-03          3.3000000000E-03
        -1.2566370614E-01          2.0714586000E+07          1.8947368421E-01         -8.4970000000E-01          6.4900000000E-03          2.7000000000E-03
        -1.2566370614E-01          2.0714586000E+07          2.3684210526E-01         -8.6300000000E-01          6.5700000000E-03          1.9000000000E-03
        -1.2566370614E-01          2.0714586000E+07          2.8421052632E-01         -8.8030000000E-01          6.6800000000E-03          8.0000000000E-04
        -1.2566370614E-01          2.8714586000E+07          0.0000000000E+00         -8.2930000000E-01          6.2600000000E-03          4.2000000000E-03
        -1.2566370614E-01          2.8714586000E+07          4.7368421053E-02         -8.3060000000E-01          6.2700000000E-03          4.2000000000E-03
        -1.2566370614E-01          2.8714586000E+07          9.4736842105E-02         -8.3470000000E-01          6.2900000000E-03          3.9000000000E-03
        -1.2566370614E-01          2.8714586000E+07          1.4210526316E-01         -8.4170000000E-01          6.3200000000E-03          3.6000000000E-03
        -1.2566370614E-01          2.8714586000E+07          1.8947368421E-01         -8.5170000000E-01          6.3700000000E-03          3.0000000000E-03
        -1.2566370614E-01          2.8714586000E+07          2.3684210526E-01         -8.6530000000E-01          6.4200000000E-03          2.2000000000E-03
        -1.2566370614E-01          2.8714586000E+07          2.8421052632E-01         -8.8270000000E-01          6.5000000000E-03          1.1000000000E-03
        -1.2566370614E-01          2.8714586000E+07          3.3157894737E-01         -9.0480000000E-01          6.6000000000E-03         -3.0000000000E-04
        -1.2566370614E-01          3.6714586000E+07          0.0000000000E+00         -8.7516666667E-01          6.3466666667E-03          4.4000000000E-03
        -1.2566370614E-01          3.6714586000E+07          4.7368421053E-02         -8.3170000000E-01          6.2000000000E-03          4.2000000000E-03
        -1.2566370614E-01          3.6714586000E+07          9.4736842105E-02         -8.3590000000E-01          6.2200000000E-03          4.0000000000E-03
        -1.2566370614E-01          3.6714586000E+07          1.4210526316E-01         -8.4290000000E-01          6.2400000000E-03          3.6000000000E-03
        -1.2566370614E-01          3.6714586000E+07          1.8947368421E-01         -8.5300000000E-01          6.2800000000E-03          3.1000000000E-03
        -1.2566370614E-01          4.4714586000E+07          0.0000000000E+00         -8.3110000000E-01          6.1500000000E-03          4.3000000000E-03
        -1.2566370614E-01          4.4714586000E+07          4.7368421053E-02         -8.3250000000E-01          6.1600000000E-03          4.3000000000E-03
        -1.2566370614E-01          4.4714586000E+07          9.4736842105E-02         -8.3670000000E-01          6.1700000000E-03          4.0000000000E-03
        -1.2566370614E-01          4.4714586000E+07          1.4210526316E-01         -8.4370000000E-01          6.1900000000E-03          3.7000000000E-03
        -1.2566370614E-01          4.4714586000E+07          1.8947368421E-01         -8.5360000000E-01          6.2550000000E-03          2.9500000000E-03
        -1.0471975512E-01          4.7145860000E+06          0.0000000000E+00         -6.8040000000E-01          7.0700000000E-03          1.6000000000E-03
        -1.0471975512E-01          4.7145860000E+06          4.7368421053E-02         -6.8140000000E-01          7.0800000000E-03          1.6000000000E-03
        -1.0471975512E-01          4.7145860000E+06          9.4736842105E-02         -6.8450000000E-01          7.1000000000E-03          1.4000000000E-03
        -1.0471975512E-01          4.7145860000E+06          1.4210526316E-01         -6.8970000000E-01          7.1600000000E-03          1.2000000000E-03
        -1.0471975512E-01          4.7145860000E+06          1.8947368421E-01         -6.9720000000E-01          7.2300000000E-03          8.0000000000E-04
        -1.0471975512E-01          4.7145860000E+06          2.3684210526E-01         -7.0730000000E-01          7.2900000000E-03          3.0000000000E-04
        -1.0471975512E-01          4.7145860000E+06          2.8421052632E-01         -7.2030000000E-01          7.3900000000E-03         -4.0000000000E-04
