# alpha                     Rey                       Mach                      CL                        CD                        Cm                       
        -1.6755160819E-01          1.2714586000E+07          1.4210526316E-01         -1.1104000000E+00          7.9500000000E-03         -3.0000000000E-03
        -1.6755160819E-01          1.2714586000E+07          1.8947368421E-01         -1.1252000000E+00          8.1000000000E-03         -4.4000000000E-03
        -1.6755160819E-01          1.2714586000E+07          2.3684210526E-01         -1.1455000000E+00          8.2700000000E-03         -6.2000000000E-03
        -1.6755160819E-01          1.2714586000E+07          2.8421052632E-01         -1.1719000000E+00          8.5100000000E-03         -8.6000000000E-03
        -1.6755160819E-01          1.2714586000E+07          3.3157894737E-01         -1.2053000000E+00          8.8700000000E-03         -1.2000000000E-02
        -1.6755160819E-01          1.2714586000E+07          3.7894736842E-01         -1.2478000000E+00          9.3400000000E-03         -1.6700000000E-02
        -1.6755160819E-01          1.2714586000E+07          4.2631578947E-01         -1.3022000000E+00          1.0040000000E-02         -2.3400000000E-02
        -1.6755160819E-01          2.0714586000E+07          0.0000000000E+00         -1.0957000000E+00          7.1900000000E-03         -1.0000000000E-03
        -1.6755160819E-01          2.0714586000E+07          4.7368421053E-02         -1.0978000000E+00          7.2000000000E-03         -1.2000000000E-03
        -1.6755160819E-01          2.0714586000E+07          9.4736842105E-02         -1.1039000000E+00          7.2500000000E-03         -1.7000000000E-03
        -1.6755160819E-01          2.0714586000E+07          1.4210526316E-01         -1.1144000000E+00          7.3300000000E-03         -2.5000000000E-03
        -1.6755160819E-01          2.0714586000E+07          1.8947368421E-01         -1.1295000000E+00          7.4600000000E-03         -3.8000000000E-03
        -1.6755160819E-01          2.0714586000E+07          2.3684210526E-01         -1.1499000000E+00          7.6500000000E-03         -5.6000000000E-03
        -1.6755160819E-01          2.0714586000E+07          2.8421052632E-01         -1.1766000000E+00          7.8600000000E-03         -8.1000000000E-03
        -1.6755160819E-01          2.0714586000E+07          3.3157894737E-01         -1.2111000000E+00          8.1100000000E-03         -1.1400000000E-02
        -1.6755160819E-01          2.8714586000E+07          0.0000000000E+00         -1.0996000000E+00          6.9900000000E-03         -3.0000000000E-04
        -1.6755160819E-01          2.8714586000E+07          4.7368421053E-02         -1.1016000000E+00          7.0100000000E-03         -4.0000000000E-04
        -1.6755160819E-01          2.8714586000E+07          9.4736842105E-02         -1.1078000000E+00          7.0500000000E-03         -9.0000000000E-04
        -1.6755160819E-01          2.8714586000E+07          1.4210526316E-01         -1.1183000000E+00          7.1300000000E-03         -1.8000000000E-03
        -1.6755160819E-01          2.8714586000E+07          1.8947368421E-01         -1.1336000000E+00          7.2200000000E-03         -3.1000000000E-03
        -1.6755160819E-01          2.8714586000E+07          2.3684210526E-01         -1.1543000000E+00          7.3500000000E-03         -4.9000000000E-03
        -1.6755160819E-01          2.8714586000E+07          2.8421052632E-01         -1.1811000000E+00          7.5200000000E-03         -7.4000000000E-03
        -1.6755160819E-01          2.8714586000E+07          3.3157894737E-01         -1.2153000000E+00          7.7800000000E-03         -1.0800000000E-02
        -1.6755160819E-01          2.8714586000E+07          3.7894736842E-01         -1.2591000000E+00          8.0900000000E-03         -1.5500000000E-02
        -1.6755160819E-01          3.6714586000E+07          0.0000000000E+00         -1.1022000000E+00          6.9300000000E-03          1.0000000000E-04
        -1.6755160819E-01          3.6714586000E+07          4.7368421053E-02         -1.1474333333E+00          7.1533333333E-03         -4.6666666667E-04
        -1.6755160819E-01          3.6714586000E+07          9.4736842105E-02         -1.1541333333E+00          7.1966666667E-03         -1.0000000000E-03
        -1.6755160819E-01          3.6714586000E+07          1.4210526316E-01         -1.1212000000E+00          7.0400000000E-03         -1.4000000000E-03
        -1.6755160819E-01          3.6714586000E+07          1.8947368421E-01         -1.1367000000E+00          7.1300000000E-03         -2.6000000000E-03
        -1.6755160819E-01          3.6714586000E+07          2.3684210526E-01         -1.1575000000E+00          7.2800000000E-03         -4.4000000000E-03
        -1.6755160819E-01          4.4714586000E+07          0.0000000000E+00         -1.1037000000E+00          6.8500000000E-03          3.0000000000E-04
        -1.6755160819E-01          4.4714586000E+07          4.7368421053E-02         -1.1058000000E+00          6.8600000000E-03          1.0000000000E-04
        -1.6755160819E-01          4.4714586000E+07          9.4736842105E-02         -1.1121000000E+00          6.9000000000E-03         -4.0000000000E-04
        -1.6755160819E-01          4.4714586000E+07          1.4210526316E-01         -1.1228000000E+00          6.9700000000E-03         -1.2000000000E-03
        -1.6755160819E-01          4.4714586000E+07          1.8947368421E-01         -1.1382000000E+00          7.0700000000E-03         -2.5000000000E-03
        -1.6755160819E-01          4.4714586000E+07          2.3684210526E-01         -1.1591000000E+00          7.2200000000E-03         -4.3000000000E-03
        -1.6755160819E-01          4.4714586000E+07          2.8421052632E-01         -1.1864000000E+00          7.3900000000E-03         -6.7000000000E-03
        -1.6755160819E-01          4.4714586000E+07          3.3157894737E-01         -1.2218000000E+00          7.5800000000E-03         -1.0000000000E-02
        -1.6755160819E-01          4.4714586000E+07          3.7894736842E-01         -1.2672000000E+00          7.8200000000E-03         -1.4500000000E-02
        -1.4660765717E-01          4.7145860000E+06          0.0000000000E+00         -9.5130000000E-01          8.4100000000E-03         -2.0000000000E-03
        -1.4660765717E-01          4.7145860000E+06          4.7368421053E-02         -9.5290000000E-01          8.4300000000E-03         -2.1000000000E-03
        -1.4660765717E-01          4.7145860000E+06          9.4736842105E-02         -9.5780000000E-01          8.4700000000E-03         -2.5000000000E-03
        -1.4660765717E-01          4.7145860000E+06          1.4210526316E-01         -9.6620000000E-01          8.5300000000E-03         -3.1000000000E-03
        -1.4660765717E-01          4.7145860000E+06          1.8947368421E-01         -9.7820000000E-01          8.6400000000E-03         -4.1000000000E-03
        -1.4660765717E-01          4.7145860000E+06          2.3684210526E-01         -9.9420000000E-01          8.8100000000E-03         -5.4000000000E-03
        -1.4660765717E-01          4.7145860000E+06          2.8421052632E-01         -1.0147000000E+00          9.0700000000E-03         -7.2000000000E-03
        -1.4660765717E-01          4.7145860000E+06          3.3157894737E-01         -1.0407000000E+00          9.3900000000E-03         -9.6000000000E-03
        -1.4660765717E-01          1.2714586000E+07          0.0000000000E+00         -9.5870000000E-01          6.9600000000E-03         -1.0000000000E-03
        -1.4660765717E-01          1.2714586000E+07          4.7368421053E-02         -9.6040000000E-01          6.9700000000E-03         -1.1000000000E-03
        -1.4660765717E-01          1.2714586000E+07          9.4736842105E-02         -9.6540000000E-01          7.0000000000E-03         -1.4000000000E-03
        -1.4660765717E-01          1.2714586000E+07          1.4210526316E-01         -9.7400000000E-01          7.0700000000E-03         -2.1000000000E-03
        -1.4660765717E-01          1.2714586000E+07          1.8947368421E-01         -9.8620000000E-01          7.1700000000E-03         -3.0000000000E-03
        -1.4660765717E-01          1.2714586000E+07          2.3684210526E-01         -1.0027000000E+00          7.3100000000E-03         -4.3000000000E-03
        -1.4660765717E-01          1.2714586000E+07          2.8421052632E-01         -1.0243000000E+00          7.4600000000E-03         -6.0000000000E-03
        -1.4660765717E-01          1.2714586000E+07          3.3157894737E-01         -1.0516000000E+00          7.6700000000E-03         -8.3000000000E-03
        -1.4660765717E-01          1.2714586000E+07          3.7894736842E-01         -1.0859000000E+00          7.9700000000E-03         -1.1500000000E-02
        -1.4660765717E-01          1.2714586000E+07          4.2631578947E-01         -1.1294000000E+00          8.3400000000E-03         -1.5800000000E-02
        -1.4660765717E-01          2.0714586000E+07          0.0000000000E+00         -9.6310000000E-01          6.6000000000E-03         -2.0000000000E-04
        -1.4660765717E-01          2.0714586000E+07          4.7368421053E-02         -9.6480000000E-01          6.6100000000E-03         -3.0000000000E-04
        -1.4660765717E-01          2.0714586000E+07          9.4736842105E-02         -9.6990000000E-01          6.6400000000E-03         -6.0000000000E-04
        -1.4660765717E-01          2.0714586000E+07          1.4210526316E-01         -9.7850000000E-01          6.6800000000E-03         -1.2000000000E-03
        -1.4660765717E-01          2.0714586000E+07          1.8947368421E-01         -9.9100000000E-01          6.7500000000E-03         -2.2000000000E-03
        -1.4660765717E-01          2.0714586000E+07          2.3684210526E-01         -1.0077000000E+00          6.8500000000E-03         -3.5000000000E-03
        -1.4660765717E-01          2.0714586000E+07          2.8421052632E-01         -1.0292000000E+00          7.0100000000E-03         -5.2000000000E-03
        -1.4660765717E-01          2.0714586000E+07          3.3157894737E-01         -1.0567000000E+00          7.1900000000E-03         -7.6000000000E-03
        -1.4660765717E-01          2.8714586000E+07          0.0000000000E+00         -9.6630000000E-01          6.4900000000E-03          3.0000000000E-04
        -1.4660765717E-01          2.8714586000E+07          4.7368421053E-02         -9.6800000000E-01          6.5000000000E-03          2.0000000000E-04
        -1.4660765717E-01          2.8714586000E+07          9.4736842105E-02         -9.7310000000E-01          6.5300000000E-03         -1.0000000000E-04
        -1.4660765717E-01          2.8714586000E+07          1.4210526316E-01         -9.8180000000E-01          6.5800000000E-03         -8.0000000000E-04
        -1.4660765717E-01          2.8714586000E+07          1.8947368421E-01         -9.9430000000E-01          6.6700000000E-03         -1.7000000000E-03
        -1.4660765717E-01          2.8714586000E+07          2.3684210526E-01         -1.0112000000E+00          6.7700000000E-03         -2.9000000000E-03
        -1.4660765717E-01          2.8714586000E+07          2.8421052632E-01         -1.0333000000E+00          6.8800000000E-03         -4.6000000000E-03
        -1.4660765717E-01          2.8714586000E+07          3.3157894737E-01         -1.0613000000E+00          7.0300000000E-03         -6.9000000000E-03
        -1.4660765717E-01          2.8714586000E+07          3.7894736842E-01         -1.0965000000E+00          7.2600000000E-03         -1.0000000000E-02
        -1.4660765717E-01          3.6714586000E+07          0.0000000000E+00         -9.6780000000E-01          6.4300000000E-03          5.0000000000E-04
        -1.4660765717E-01          3.6714586000E+07          4.7368421053E-02         -9.6950000000E-01          6.4400000000E-03          4.0000000000E-04
        -1.4660765717E-01          3.6714586000E+07          9.4736842105E-02         -9.7460000000E-01          6.4700000000E-03          0.0000000000E+00
        -1.4660765717E-01          3.6714586000E+07          1.4210526316E-01         -9.8340000000E-01          6.5100000000E-03         -6.0000000000E-04
        -1.4660765717E-01          3.6714586000E+07          1.8947368421E-01         -9.9610000000E-01          6.5600000000E-03         -1.5000000000E-03
        -1.4660765717E-01          3.6714586000E+07          2.3684210526E-01         -1.0132000000E+00          6.6400000000E-03         -2.7000000000E-03
        -1.4660765717E-01          4.4714586000E+07          0.0000000000E+00         -9.6890000000E-01          6.3500000000E-03          6.0000000000E-04
        -1.4660765717E-01          4.4714586000E+07          4.7368421053E-02         -9.7060000000E-01          6.3600000000E-03          5.0000000000E-04
        -1.4660765717E-01          4.4714586000E+07          9.4736842105E-02         -9.7580000000E-01          6.3800000000E-03          1.0000000000E-04
        -1.4660765717E-01          4.4714586000E+07          1.4210526316E-01         -9.8460000000E-01          6.4200000000E-03         -5.0000000000E-04
        -1.4660765717E-01          4.4714586000E+07          1.8947368421E-01         -9.9740000000E-01          6.4800000000E-03         -1.4000000000E-03
        -1.4660765717E-01          4.4714586000E+07          2.3684210526E-01         -1.0145000000E+00          6.5700000000E-03         -2.6000000000E-03
        -1.4660765717E-01          4.4714586000E+07          2.8421052632E-01         -1.0366000000E+00          6.7000000000E-03         -4.3000000000E-03
        -1.4660765717E-01          4.4714586000E+07          3.3157894737E-01         -1.0649000000E+00          6.8500000000E-03         -6.6000000000E-03
        -1.4660765717E-01          4.4714586000E+07          3.7894736842E-01         -1.1009000000E+00          7.0000000000E-03         -9.7000000000E-03
        -1.2566370614E-01          4.7145860000E+06          0.0000000000E+00         -8.1860000000E-01          7.5200000000E-03         -1.3000000000E-03
        -1.2566370614E-01          4.7145860000E+06          4.7368421053E-02         -8.2000000000E-01          7.5300000000E-03         -1.4000000000E-03
        -1.2566370614E-01          4.7145860000E+06          9.4736842105E-02         -8.2390000000E-01          7.5600000000E-03         -1.6000000000E-03
        -1.2566370614E-01          4.7145860000E+06          1.4210526316E-01         -8.3060000000E-01          7.6300000000E-03         -2.1000000000E-03
        -1.2566370614E-01          4.7145860000E+06          1.8947368421E-01         -8.4030000000E-01          7.7300000000E-03         -2.7000000000E-03
        -1.2566370614E-01          4.7145860000E+06          2.3684210526E-01         -8.5350000000E-01          7.8200000000E-03         -3.6000000000E-03
        -1.2566370614E-01          4.7145860000E+06          2.8421052632E-01         -8.7030000000E-01          7.9600000000E-03         -4.8000000000E-03
        -1.2566370614E-01          4.7145860000E+06          3.3157894737E-01         -8.9140000000E-01          8.1600000000E-03         -6.4000000000E-03
        -1.2566370614E-01          1.2714586000E+07          0.0000000000E+00         -8.2330000000E-01          6.3800000000E-03         -6.0000000000E-04
        -1.2566370614E-01          1.2714586000E+07          4.7368421053E-02         -8.2460000000E-01          6.3900000000E-03         -7.0000000000E-04
        -1.2566370614E-01          1.2714586000E+07          9.4736842105E-02         -8.2870000000E-01          6.4100000000E-03         -9.0000000000E-04
        -1.2566370614E-01          1.2714586000E+07          1.4210526316E-01         -8.3560000000E-01          6.4400000000E-03         -1.4000000000E-03
        -1.2566370614E-01          1.2714586000E+07          1.8947368421E-01         -8.4550000000E-01          6.5000000000E-03         -2.0000000000E-03
        -1.2566370614E-01          1.2714586000E+07          2.3684210526E-01         -8.5880000000E-01          6.5700000000E-03         -2.9000000000E-03
        -1.2566370614E-01          1.2714586000E+07          2.8421052632E-01         -8.7580000000E-01          6.6900000000E-03         -4.1000000000E-03
        -1.2566370614E-01          1.2714586000E+07          3.3157894737E-01         -8.9730000000E-01          6.8300000000E-03         -5.7000000000E-03
        -1.2566370614E-01          1.2714586000E+07          3.7894736842E-01         -9.2440000000E-01          6.9800000000E-03         -7.9000000000E-03
        -1.2566370614E-01          1.2714586000E+07          4.2631578947E-01         -9.5820000000E-01          7.2000000000E-03         -1.0700000000E-02
        -1.2566370614E-01          2.0714586000E+07          0.0000000000E+00         -8.2860000000E-01          6.2200000000E-03          3.0000000000E-04
        -1.2566370614E-01          2.0714586000E+07          4.7368421053E-02         -8.2990000000E-01          6.2300000000E-03          2.0000000000E-04
